Titanic passager,Status,Disembarked at,Home Country,Age,Year of Birth,Crew or Passenger?,Gender,Class / Department,Embarked,Job,Job details,Ticket Number,Fare Price,Profile on Encyclopedia Titanica
"SNOW, Mr Eustace Philip",Survivor,Not Disembarked,England,21,1890,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-survivor/eustace-philip-snow.html
"WHITE, Mr William George",Survivor,Not Disembarked,England,23,1888,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-survivor/william-george-white.html
"GREEN, Mr George [2]",Victim,Not Disembarked,England,20,1892,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/george-green.html
"BEVIS, Mr Joseph Henry",Victim,Not Disembarked,England,22,1890,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/joseph-henry-bevis.html
"BILLOWS, Mr James",Victim,Not Disembarked,England,20,1892,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/j-billow.html
"BREWER, Mr Harry",Victim,Not Disembarked,England,30,1882,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/henry-harry-brewer.html
"BROOKS, Mr J.",Victim,Not Disembarked,England,25,1887,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/j-brooks.html
"CALDERWOOD, Mr Hugh",Victim,Not Disembarked,Northern Ireland,30,1882,Crew,Male,Engineering Crew,Belfast,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/hugh-calderwood.html
"CARR, Mr Richard Stephen",Victim,Not Disembarked,England,37,1885,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/richard-stephen-carr.html
"CASEY, Mr Thomas",Victim,Not Disembarked,England,28,1884,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/t-casey.html
"COE, Mr Harry",Victim,Not Disembarked,England,21,1890,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/harry-coe.html
"COOPER, Mr James Edward",Victim,Not Disembarked,England,25,1886,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/james-cooper.html
"COTTON, Mr Alfred",Victim,Not Disembarked,England,35,1876,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/a-cotton.html
"CRABB, Mr Henry James",Victim,Not Disembarked,England,23,1889,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/h-crabb.html
"DAWSON, Mr Joseph",Victim,Not Disembarked,England,23,1888,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/joseph-dawson.html
"DICKSON, Mr William",Victim,Not Disembarked,England,36,1875,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-dickson.html
"EAGLE, Mr Alfred James",Victim,Not Disembarked,England,22,1890,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/a-eagle.html
"ELLIOTT, Mr Everett Edward",Victim,Not Disembarked,England,24,1888,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/everett-edward-elliott.html
"EVANS, Mr William Thomas",Victim,Not Disembarked,England,33,1878,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-evans.html
"FERRARY, Mr Antonio",Victim,Not Disembarked,England,34,1879,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/anton-ferrary.html
"FORD, Mr H.",Victim,Not Disembarked,England,22,1890,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/h-ford.html
"GORDON, Mr J.",Victim,Not Disembarked,England,29,1883,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/j-gordon.html
"GOSLING, Mr Bertram James",Victim,Not Disembarked,England,22,1890,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/bertram-james-gosling.html
"GOSLING, Mr S.",Victim,Not Disembarked,England,26,1886,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/s-gosling.html
"HARRIS, Mr Amos",Victim,Not Disembarked,England,23,1888,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/amos-harris.html
"HASLIN, Mr James",Victim,Not Disembarked,England,45,1867,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/james-haslin.html
"HILL, Mr James",Victim,Not Disembarked,England,25,1887,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/james-hill.html
"HINTON, Mr Stephen William",Victim,Not Disembarked,England,30,1881,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/stephen-william-hinton.html
"INGRAM, Mr George",Victim,Not Disembarked,England,20,1892,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/charles-ingram.html
"KEARL, Mr George Edward",Victim,Not Disembarked,England,24,1886,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/g-kearl.html
"LEE, Mr H.",Victim,Not Disembarked,England,18,1894,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/h-lee.html
"LONG, Mr Frank",Victim,Not Disembarked,England,28,1880,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/f-long.html
"LONG, Mr William",Victim,Not Disembarked,England,30,1876,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/w-long.html
"MASKELL, Mr Leopold Adolphus",Victim,Not Disembarked,England,25,1887,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/leopold-adolphus-maskell.html
"MITCHELL, Mr Lorenzo (Lawrence) Horace",Victim,Not Disembarked,England,18,1893,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/lawrence-mitchell.html
"MOORE, Mr Ralph",Victim,Not Disembarked,England,21,1890,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/ralph-moore.html
"MORGAN, Mr Arthur Herbert",Victim,Not Disembarked,England,27,1885,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/arthur-herbert-morgan.html
"MORRIS, Mr William Edward",Victim,Not Disembarked,England,22,1889,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-edward-morris.html
"PERRY, Mr Henry Frederick",Victim,Not Disembarked,England,23,1889,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/henry-perry.html
"PRESTON, Mr Thomas Charles Alfred",Victim,Not Disembarked,England,20,1891,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/thomas-charles-alfred-preston.html
"PROUDFOOT, Mr Richard Royston",Victim,Not Disembarked,England,23,1890,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/richard-proudfoot.html
"READ, Mr Joseph",Victim,Not Disembarked,England,21,1891,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/j-read.html
"REID, Mr Robert Thomas",Victim,Not Disembarked,England,30,1882,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/robert-read.html
"SAUNDERS, Mr Walter Edward",Victim,Not Disembarked,England,23,1889,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/walter-edward-saunders.html
"SHILLABEER, Mr Charles Frederick",Victim,Not Disembarked,England,19,1892,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/charles-frederick-shillabeer.html
"SKEATES, Mr William",Victim,Not Disembarked,England,26,1886,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-skeates.html
"SMITH, Mr Emest George",Victim,Not Disembarked,England,27,1885,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/emest-george-smith.html
"SNOOKS, Mr W.",Victim,Not Disembarked,England,26,1886,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/w-snooks.html
"STEEL, Mr Robert Edward",Victim,Not Disembarked,,29,1882,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/robert-edward-steel.html
"STOCKER, Mr Henry Dorey",Victim,Not Disembarked,England,20,1892,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/henry-dorey-stocker.html
"WATTS, Mr",Victim,Not Disembarked,England,36,1876,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/watts.html
"WEBB, Mr Samuel Francis",Victim,Not Disembarked,England,28,1883,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/s-webb.html
"WHITE, Mr Albert",Victim,Not Disembarked,England,21,1891,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/r-morell.html
"WHITE, Mr Frank Leonard",Victim,Not Disembarked,England,28,1884,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/frank-leonard-white.html
"WILTON, Mr William Edward",Victim,Not Disembarked,England,53,1858,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-wilton.html
"WOOD, Mr Henry",Victim,Not Disembarked,England,30,1881,Crew,Male,Engineering Crew,Southampton,Trimmer,Trimmer,,,http://www.encyclopedia-titanica.org/titanic-victim/henry-wood.html
"CROSBIE, Mr John Borthwick",Victim,Not Disembarked,England,44,1867,Crew,Male,Victualling Crew,Southampton,Turkish Bath Attendant,Turkish Bath Attendant,,,http://www.encyclopedia-titanica.org/titanic-victim/john-borthwick-crosbie.html
"ENNIS, Mr Walter",Victim,Not Disembarked,England,34,1878,Crew,Male,Victualling Crew,Southampton,Turkish Bath Attendant,Turkish Bath Attendant,,,http://www.encyclopedia-titanica.org/titanic-victim/walter-ennis.html
"TAYLOR, Mr Leonard",Victim,Not Disembarked,England,23,1893,Crew,Male,Victualling Crew,Southampton,Turkish Bath Attendant,Turkish Bath Attendant,,,http://www.encyclopedia-titanica.org/titanic-victim/leonard-taylor.html
"ALLARIA, Sig. Battista Antonio",Victim,Not Disembarked,England,22,1889,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/battista-antonio-allaria.html
"BANFI, Sig. Ugo",Victim,Not Disembarked,England,24,1887,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/ugo-banfi.html
"BASILICO, Sig. Giovanni",Victim,Not Disembarked,England,27,1885,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/giovanni-basilico.html
"BAZZI, Sig. Narciso",Victim,Not Disembarked,England,33,1878,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/narciso-bazzi.html
"BERNARDI, Sig. Battista",Victim,Not Disembarked,England,22,1890,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/battista-bernardi.html
"BEUX, Mr David",Victim,Not Disembarked,England,26,1886,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/david-beux.html
"BOCHET, Mr Pierre Giuseppe",Victim,Not Disembarked,England,44,1868,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/pierre-giuseppe-bochet.html
"CASALI, Sig. Giulio",Victim,Not Disembarked,England,32,1880,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/giulio-casali.html
"CROVELLA, Sig. Luigi",Victim,Not Disembarked,England,17,1895,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/luigi-louis-crovella.html
"DE MARSICO, Sig. Govanni",Victim,Not Disembarked,England,20,1892,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/govanni-de-marsico.html
"DEBREUCQ, Mr Maurice Emile Victor",Victim,Not Disembarked,England,18,1894,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/maurice-emile-victor-debreucq.html
"DONATI, Sig. Italo Francesco",Victim,Not Disembarked,England,17,1894,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/italo-francesco-donati.html
"GILARDINO, Sig. Vincenzo Pio",Victim,Not Disembarked,England,31,1881,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/vincenzo-pio-gilardino.html
"GROSCLAUDE, Mr Gérald",Victim,Not Disembarked,England,24,1887,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/gerald-grosclaude.html
"MONRóS, Sr. Joan Javier",Victim,Not Disembarked,England,20,1892,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/jean-javier-mouros.html
"NANNINI, Sig. Francesco Luigi Arcangelo",Victim,Not Disembarked,England,42,1870,Crew,Male,Restaurant Staff,Southampton,Waiter,Head Waiter (Restaurant),,,http://www.encyclopedia-titanica.org/titanic-victim/francesco-luigi-arcangelo-nannini.html
"PEDRINI, Sig. Alessandro",Victim,Not Disembarked,England,21,1890,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/alessandro-pedrini.html
"PERACCHIO, Sig. Alberto",Victim,Not Disembarked,England,20,1892,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/alberto-peracchio.html
"PERACCHIO, Sig. Sebastiano",Victim,Not Disembarked,England,17,1894,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/sebastiano-peracchio.html
"PEROTTI, Sig. Alfonso",Victim,Not Disembarked,England,20,1891,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/alfonso-perotti.html
"PIATTI, Sig. Louis",Victim,Not Disembarked,England,17,1895,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/louis-piatti.html
"PIAZZA, Sig. Pompeo Gaspro",Victim,Not Disembarked,England,32,1879,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/pompeo-piazza.html
"POGGI, Sig. Emilio",Victim,Not Disembarked,England,28,1883,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/emilio-poggi.html
"RATTI, Sig. Enrico",Victim,Not Disembarked,England,21,1890,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/enrico-ratti.html
"RICALDONE, Sig. Rinaldo Renato",Victim,Not Disembarked,England,22,1889,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/rinaldo-renato-ricaldone.html
"RIGOZZI, Sig. Abele",Victim,Not Disembarked,England,22,1890,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/abele-rigozzi.html
"ROTTA, Sig. Angelo Mario",Victim,Not Disembarked,England,23,1888,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/angelo-mario-rotta.html
"SACCAGGI, Sig. Giovanni Giuseppe Emilio",Victim,Not Disembarked,England,24,1887,Crew,Male,Restaurant Staff,Southampton,Waiter,Assistant Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/giovanni-giuseppe-emilio-saccaggi.html
"SESIA, Sig. Giacomo",Victim,Not Disembarked,England,24,1888,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/giacomo-sesia.html
"URBINI, Sig. Roberto",Victim,Not Disembarked,England,20,1891,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/roberto-urbini.html
"VALVASSORI, Sig. Ettore Luigi",Victim,Not Disembarked,England,35,1876,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/ettore-luigi-valvassori.html
"VIONI, Sig. Roberto",Victim,Not Disembarked,England,25,1886,Crew,Male,Restaurant Staff,Southampton,Waiter,Waiter,,,http://www.encyclopedia-titanica.org/titanic-victim/roberto-vioni.html
